Dates,AverageVIX,pred1,pred2,pred3,pred4,pred5,pred6,pred7,pred8,pred9,pred10,pred11,pred12,pred13,pred14,pred15,pred16,pred17,pred18,pred19,pred20
1997-12-03,27.544654234871267,31.54102397084236,27.6721279668808,24.925750808715826,29.248481788635253,29.876497076749803,30.5376047629118,28.5347003787756,30.05386057049036,29.04601874947548,28.75957682341337,27.615288611203432,29.00962261080742,25.35883693993092,24.594698866456746,26.239528106004,24.93548119202256,25.27993528053165,25.973032355308533,26.83805824935436,24.85295958891511
1997-12-04,27.567008153982464,31.83864616125822,29.574166738688945,23.92028844237328,29.18567899078131,29.54905027270317,29.47246144324541,28.790951783955094,30.182342662513257,28.99720291495323,28.86535363018513,27.59300634011626,28.98695962697268,25.409908497482537,24.604741222709418,26.221574327349664,24.925681011378764,25.325888366699218,26.0130833363533,26.798999236524104,25.08417807340622
1997-12-05,27.541364770978696,31.276263635754585,29.446913502812382,23.76244070708752,29.12084995508194,29.584346574544902,29.63427705138922,28.756668601036072,30.441280207633973,28.97702513933182,28.817631287276743,27.68497702211141,29.004243985712527,25.404237992614508,24.61415328785777,26.286909922510382,24.931381127238275,25.252405518740417,26.016511866152285,26.846465655863284,24.96831237882376
1997-12-08,27.57240301224589,31.8404228207469,29.42776576668024,24.40829873263836,28.97975569576025,29.62287470459938,29.538701231181623,28.4804784232378,30.018263928592205,29.268503049016,28.73482626467943,27.695072255134583,28.960933680534364,25.418702961951496,24.61355260774493,26.294934501200917,24.96830814868212,25.24553153857589,26.01282106757164,26.84872878164053,25.069584084749224
1997-12-09,27.518438196443014,31.480869241654872,28.61535014420748,24.01047294706106,29.16263740926981,29.761691032648088,29.764611945450305,28.55413787961006,29.94451140910387,29.10353175520897,28.827345807552337,27.630252737253905,28.99893515795469,25.3679539526999,24.62409306317568,26.272311703711747,24.94235728725791,25.359249378740788,26.00281466752291,26.82799368485808,25.11764272391796
1997-12-10,27.573758878394962,32.23612296015024,29.309429669380187,24.441979120373727,29.068042981922627,29.567595213651657,29.665948121845723,28.353504376709463,30.01574487924576,28.96938973367214,28.892913002967838,27.67167957186699,28.932356958687304,25.38260293319821,24.598584251552825,26.303655995726587,24.94283846586943,25.177824949026107,26.060985460281373,26.825818334519862,25.058160587251187
1997-12-11,27.491197617709634,30.40106425106525,29.3086745890975,24.073817203044893,29.04659404873848,29.712748293876647,29.25076183497906,28.735132949948312,30.382711781561376,28.96840411067009,28.841800201535225,27.73262745261192,29.089955115616323,25.385753331184382,24.604819480329752,26.24864829137921,24.924545218348506,25.17927588760853,25.99944112956524,26.870340575277805,25.06683660775423
1997-12-12,27.459761690251533,30.96828182846308,28.1828943040967,24.70182191580534,28.830452846586702,29.666935859918595,29.281392290592198,28.47767806947231,30.2402448412776,29.050346184372906,28.80670271635056,27.67582722574473,28.997006213366987,25.4217391461134,24.60590556919575,26.25811534836888,24.943443376123906,25.135303565263747,25.98844910651445,26.810489358752967,25.1522040386498
1997-12-15,27.036401236310603,25.222241436243056,28.739578828811645,21.33122179150581,28.99623632758856,29.78193649053573,29.23285564541817,28.640136659145355,30.010947898626327,29.172588817477227,28.69332857519388,27.663921492099764,28.94886720150709,25.37616254255176,24.62117955312133,26.218458828032016,24.97852605581284,25.301326049268244,25.97710598170757,26.80751556918025,25.0138889823854
1997-12-16,27.182149338833987,27.727096542418003,23.81844355225563,28.461781197190284,27.51036417797208,29.63948858588934,29.153106900155542,28.463067160248755,30.147418613135816,28.93272286593914,28.832637714743612,27.608666324466466,28.95929873079061,25.37296244040132,24.59540953025222,26.36893871411681,24.94949142113328,25.27297775506973,26.020473393797875,26.79261912539601,25.01602203130722
1997-12-17,26.95697937524319,27.588709573745728,25.768460590541363,28.207467196881773,24.63516440138221,26.29066628828645,29.396822280585766,28.641761033535005,29.972853358089925,29.02428851187229,28.779314664304252,27.67466393679381,28.967027199566363,25.379964382350444,24.59530166164041,26.293927727490665,24.93333545267582,25.186319073438643,26.008095999360084,26.83933152198792,24.956112650334838
1997-12-18,26.804814412236215,27.548265189528465,25.72704327374697,27.408782614171503,22.152650788277388,27.70763154566288,28.46605575531721,28.528930465579037,29.98426205009222,28.83748122692108,28.787791868150236,27.64822555154562,29.050602107942105,25.4098936919868,24.59555970028043,26.23109320357442,24.95777298092842,25.150455932617188,25.958865610957147,26.84671840682626,25.098206280618907
1997-12-19,26.69952264408022,28.951568146944044,26.006465279757972,27.34393665790558,24.966585423499343,21.06845914080739,31.35042859405279,25.765703595727683,29.872641302645206,28.868602378964425,28.722169680893423,27.64339684486389,28.96583006948233,25.39675698712468,24.62541392490268,26.2485404227674,24.988111556768416,25.296221325844527,25.998428010642527,26.80243093892932,25.1087625990808
1997-12-22,26.694371071837843,29.2661595505476,26.86224196910858,27.345055530369283,24.747360448092223,21.78354026168585,31.17568778812885,24.679478307664397,29.43901159822941,28.89754077792168,28.74937795192003,27.57002821072936,28.99600789994001,25.36917434856296,24.613522996753453,26.253303562253716,24.973028986752038,25.30054030045867,26.022814777195453,26.818057082146407,25.02548908829689
1997-12-23,26.405883079141375,27.93198979794979,27.061965991556644,27.605659751296045,24.74775808140636,21.93712718680501,29.576512352228164,21.32633386284113,29.58454962134361,28.88232918858528,28.795186155736445,27.51743485972285,28.839069645106797,25.384760305434465,24.59690488532185,26.32446935012937,24.956359056085347,25.26472474873066,25.994159797728063,26.843739329576493,24.9466276152432
1997-12-24,26.34839291617274,29.43269599676132,26.285650397837163,27.66349213272333,24.52855954438448,24.81301859155297,29.057044613659382,21.75218856692314,21.224456189125775,32.19610370516777,29.40853977292776,27.58171609207988,28.86049954265356,25.34566216379404,24.59628411203623,26.249338862001892,24.92035314798355,25.14208871245384,25.993218591213225,26.846904533058407,25.07004305511713
1997-12-26,26.196724783301352,28.82612964183092,28.972039917409425,26.82091560035944,24.69636080294848,25.390762876421213,26.527622959911824,21.76501647144556,24.50074636310339,26.366652322560547,29.49749965161085,27.467857599705457,28.8954553180933,25.320837577581404,24.58734053507447,26.290133290439844,24.952647106796505,25.176384585797788,25.93973691046238,26.83492582947016,25.10543030500412
1997-12-29,25.86459299163521,27.810398606657984,28.37778327465057,27.40563750386238,24.674060553759336,25.385200240164995,26.695739364027972,23.076947311908008,24.409699967056515,26.629822124391797,22.565712486505507,27.5650789450109,28.65071412831545,25.31293884560466,24.57663933426142,26.145870655030013,24.93155244797468,25.2397912363708,25.987461368441583,26.792173902988434,25.058637535721065
1997-12-30,25.64703860491514,27.115644373893737,27.877226384282118,26.953327493965627,24.936581028848888,25.218335957974197,26.781232641637324,23.036165573894976,23.973116566240787,26.89956133618951,26.61585102409125,26.28730755582452,23.47831584110856,25.08167065694928,24.5808134265244,26.21768682718277,24.919371755123137,25.204851323962213,25.975953268110757,26.810216514617206,24.977542547881605
1997-12-31,25.600452319420878,27.04514483332634,27.166922150850297,26.554429367482665,24.72533621564508,26.74539170905948,26.837941920459272,23.11042994052172,24.33556673482061,25.8563491858542,26.35791813760996,26.774662174135447,23.15749766901136,25.30864736691117,23.96987099006772,26.23749446541071,24.879660242944954,25.198051371276375,25.980661415755748,26.83027690380812,24.93679359346628
1998-01-02,25.655232706531883,28.196485749185086,27.22565343737602,25.387202154695988,24.668281122744084,25.85920558899641,27.788499163389208,23.24475703075528,24.654600844681266,26.31877134934068,26.21264449834824,26.66280876889825,25.70351734101772,25.04093862310052,23.19798012450337,25.105379543304444,24.899184461683035,25.175984837412837,25.92384638339281,26.822754654437304,25.016158453375105
1998-01-05,25.636151330746706,27.121522155702117,28.267558473944664,25.46956512749195,24.25621562287212,25.8317202436924,27.366500233411788,24.134600108265875,24.76777828425169,26.4867777697742,25.54154310256243,26.720429643243552,24.57570870310068,26.86445539072156,23.910945117026568,25.0489367634058,23.42407167732716,25.246143851578235,25.933829517662524,26.795101161003117,24.959623667895794
1998-01-06,25.67515730817616,28.082565919756888,27.83066944539547,26.27576032668352,24.36403770312667,25.84618838563561,27.338555917739868,23.928608073443176,25.14675244361162,26.506342174857856,25.79152332276106,26.7977312515676,26.151193230748177,27.04094430267811,24.176496488600968,24.829877821058037,23.437747725248336,22.248915064036847,25.96448112398386,26.783992809057235,24.960762633532287
1998-01-07,25.642468518517916,29.45878751039505,28.620680122673512,25.6796741476655,24.20811573982239,25.60411218509078,26.85564083307981,23.96420577287674,25.49137150764465,26.63707258716225,25.547985608279703,26.87377227768302,25.803333878219128,24.49818606987596,24.18201365083456,25.84693500563502,23.65857803940773,22.25868034601212,25.95971163928509,26.81789104908705,24.88262239962816
1998-01-08,26.047270442180338,28.690574752986432,29.23651048779488,26.21883742570877,23.989303203225138,26.21959144845605,26.756503233611586,24.478813078701496,25.463865011632443,26.853014972656965,25.66172142654657,26.903865505307916,25.930654796361924,24.560071984529497,26.19242759391665,25.568472184240814,24.76455703139305,25.570991233587264,26.00974363952875,26.90100487202406,24.97488496139645
1998-01-09,26.1341289980039,29.220850503444677,28.4775596255064,27.144375495910644,24.065091478377585,27.04435485437513,27.113939626812936,24.24868597075343,25.6450842794776,26.884635281413797,25.70124363988638,27.21225129112601,25.909339112639422,24.615509048253298,25.21449710443616,24.91455679640174,24.69164842516184,28.69040977746248,26.10979071944952,24.44075343683362,25.338003492355348
1998-01-12,26.13597127756476,28.248897204101088,28.978385129868983,26.580328409671782,24.737136195749045,27.247180628180505,26.630552881360053,24.219503281116484,25.51313770145178,27.114780367463823,25.565447632968425,27.19452488258481,26.988291729688644,24.63070688962937,25.41742757424712,25.45112488254905,22.41566513240337,28.58224505573511,26.374151306152346,25.486707776486877,25.343230889886616
1998-01-13,25.948832243755458,24.881973072886467,32.37583396315575,26.634763987362383,25.162318307310343,27.46422285050154,26.729085570573808,24.52075704813004,25.33809126779437,26.888806201070548,25.26211263626814,27.18875285431743,25.96978572160005,24.49013082265854,25.500110980272293,25.83819024533033,22.590119346231223,24.180348032563924,26.165579942464827,26.793187021911145,25.002475002706053
1998-01-14,25.822255301773545,24.79425685584545,28.88560966342688,28.76935691088438,24.917534816116092,26.543041826188563,26.74612035095692,24.56613483503461,25.37294128969312,26.7887189348042,25.27563005387783,27.04673007890582,25.79164599686861,24.583802021592856,25.58564127162099,25.80310968071222,22.84261227056384,25.343917230367666,23.840332420170306,26.810056826770307,26.13791270107031
1998-01-15,25.488387565732,23.90741400629282,28.118310616612437,24.95467017203569,24.53129115834832,27.437268387973308,27.04684323519468,24.61460697054863,25.33380507677793,26.60283382073045,25.637228906452656,26.988599472492933,25.19718419224024,24.598948043733834,25.537914698570965,25.966863751262427,22.85427371352911,25.74648711979389,24.129293395578863,24.643054673075675,25.920859903395176
1998-01-16,25.451170515201984,26.412074525952335,28.41685920804739,21.71332519814372,23.0211369381845,30.93053838968277,26.11568753689528,24.773708942830563,25.471434850096703,24.717062058597804,25.46165053248405,26.90893744513393,24.7063344193995,24.689646510630848,25.451289858073,26.3449580411613,22.681531649529934,25.983218536376956,24.34320742815733,25.245835051238537,25.63497318342328
1998-01-20,25.535451910108332,24.460629814863204,29.622713959217077,21.435037927627565,22.860336564034224,29.579727259874343,28.52068591952324,25.31202936515212,25.96816134721041,24.625282790511847,25.96219896256924,26.742972068041563,24.906459247767927,24.66790569767356,25.173115743845702,26.11355131536722,23.067131268233062,25.85060148090124,24.383034211695197,25.56193661540747,25.895526642650367
1998-01-21,25.232801403202114,24.025310168862344,28.15193601250649,22.866022931933404,22.86661620929837,25.670134120732545,26.071457175910474,25.509784256666897,25.50367275953293,24.771789516061546,26.058434684872623,26.855529791861773,24.514032180458308,24.632869549542665,24.9931908993423,25.885916818380355,23.012284309268,26.829739675819877,24.869521650969983,25.500432471036916,26.067352880984544
1998-01-22,25.164847508996726,26.000934369564057,28.601128408014773,21.42405436486006,22.846747234016657,26.484629915356635,23.138480009734632,25.217712012082337,23.7388428619504,24.10075368747115,27.946602822244166,26.973349811881786,24.74692051336169,24.399596273750067,25.16002980068326,25.835450171083213,22.910997797846797,26.845900931954382,25.13674181342125,25.689411933720116,26.098665446937083
1998-01-23,25.167200419530275,27.047885965108872,29.909229912757876,21.38563833355904,22.418043529540306,26.312413446456198,21.06190559387207,24.08010425105691,23.57540287941694,25.459460376650096,27.404960681200027,27.16656576141715,25.258846966922285,24.30490455314517,24.85276500239968,26.147162963300943,22.82835140556097,26.861483716219663,25.043175310492515,26.131556913256645,26.094150828272102
1998-01-26,24.92925119804591,24.74115377277136,29.951461531817912,22.38802961707115,22.255483416467904,25.706878188550476,24.35566731035709,23.588410564959048,21.65682636886835,24.540825897604226,25.00088869959116,26.594815587252377,25.43160172134638,24.28336149930954,25.483326835781337,25.953056568950416,22.98220271453261,26.33566759258509,24.93397420406341,25.964835398346185,26.43655647069216
1998-01-27,24.809700256943703,25.37406333476305,29.052632575929167,22.790999254882337,22.71989691913128,25.671322790533303,21.15262944161892,23.40450515717268,21.593765532374384,25.617479432672265,24.16468910574913,26.40884164020419,23.988416988551617,25.165785965919493,25.35521488115192,26.543935443609957,22.89806308224797,27.063861095011237,24.836672486066817,25.930354456305505,26.46087555497885
1998-01-28,24.95906232810021,25.16632530897856,29.236838323771952,21.6805870744586,22.872221146970983,25.956064199656247,21.40833304345608,23.758268729895352,22.317070048600435,25.334068403095007,22.701423890590668,26.38613000974059,24.369911254793404,25.244100693166256,28.694582812190056,26.68650919497013,23.23071824818849,26.56258931070566,24.998754593133928,25.84510441184044,26.73164586380124
1998-01-29,24.76434399088472,23.975625040233137,28.07759973347187,21.772207712233065,22.48092458501458,26.26440028131008,22.30911843985319,23.66120495736599,21.91632863789797,25.602718353420496,22.398924346864224,26.77365328535437,23.160947349518537,25.66584581464529,27.360128582566976,27.008692645281556,23.065641200840474,26.326246009618043,24.702720820903775,26.174304609596728,26.589647411704064
1998-01-30,24.49322215729207,24.12931031614542,28.455977442860604,21.459275581687688,22.29647243142128,25.522953745126724,23.85323646724224,23.37800649240613,22.17958410009742,25.373275470882653,23.1917184573412,26.68391083046794,22.46842768907547,24.72481273561716,22.044489239156245,26.6734348846972,23.60005825996399,25.79661324068904,24.946632902920246,26.344413410425187,26.74183944761753
1998-02-02,24.16615024954826,24.09563838869333,28.58734872162342,21.37060441017151,21.875785902887586,25.541988324970006,21.52609807163477,23.511273932158947,22.22131656244397,25.185920382589103,22.033454914689063,26.609428611546758,21.79739186048508,21.541045277118684,23.95224821999669,26.84481378555298,22.16690107792616,25.89632719695568,24.84691577404737,26.951711579859257,26.766791995614767
1998-02-03,24.221487481929362,26.724593160152438,28.64182871580124,21.400358168929817,21.40175411567092,24.790091223865748,21.699305451214315,23.31889766573906,22.452524471580983,24.88528210118413,22.291772744059564,26.691271276921032,22.369768095612525,21.62202182099223,24.70869272336364,26.159633420854806,22.578770933747293,23.886458942145108,25.235253351926804,26.705845172405244,26.86562608242035
1998-02-04,23.65883925065398,23.80953275889158,23.5058360850811,21.371538213938475,21.492484308630228,25.189964397996665,21.18961145490408,23.30880983546376,22.387551611065867,25.295229357630014,22.963305614292626,26.6067170907557,21.402088296860452,21.74661324024201,24.877187725156546,24.332337021678686,22.260685433149337,23.406380167454483,24.320846899449823,27.17387227356434,26.536193226873877
1998-02-05,23.61101908572018,24.60252145588398,23.528198728859422,19.45222037106753,21.588910387307404,25.14519680902362,21.159981427788736,23.275696286708115,22.043205391168595,25.337892451137304,23.120965108275414,26.66792089506984,21.583073849380018,21.460691621601583,24.82263264596462,24.29886073827744,21.97684292912483,22.84670810520649,24.966178272366523,27.397303067296743,26.94538117289543
1998-02-06,23.24807721605152,23.31632362455129,23.94658723294735,19.08288670450449,21.64784683570266,24.975648501962425,21.104938824772837,22.552539825439453,21.35372826009989,24.784780281037094,22.31555248528719,26.54265371069312,21.84627537727356,21.409795614928008,24.471691635251045,26.15907398462296,21.879688208550213,22.504300347715617,25.161644657254215,23.560409142374997,26.345179066061974
1998-02-09,22.90659691711515,22.960924044549465,23.50965378791094,19.687597084790468,20.85003789231181,21.50595202207565,20.96026798069477,22.66553113877773,21.46639808267355,25.278192462176083,22.58522824496031,27.017823406010866,22.09654536217451,21.580769479721784,24.950195739716293,24.37832712158561,22.58547253564,22.79893711566925,25.4091587048769,23.23444817557931,22.61047796040773
1998-02-10,22.626881973795594,22.938781368136407,21.1977523624897,19.016029315888883,20.88467217698693,20.904006039351223,21.08477691218257,22.70809270888567,21.18360148116946,25.125408206433058,21.68829016238451,27.196599767059087,21.585226991474627,21.700242427587508,23.987550867050885,24.973962790519,21.84306364223361,24.23615100353956,25.43340799182653,22.36474057227373,22.485282688438893
1998-02-11,22.433085648827255,22.987322243452077,21.665352219343184,18.90295445725322,20.80158690750599,21.068079485595227,19.68492575034499,20.731013339459896,21.358443810492755,24.78683824494481,22.00759817391634,27.00117356851697,21.601192603558303,21.578471455276013,24.061402794867757,25.55875131875277,21.94966532662511,23.314334400445222,26.05254632771015,22.17017097741365,21.37988957107067
1998-02-12,22.421714049879462,23.11853277683258,21.49406955420971,18.730628533437848,20.139213351458316,21.16466419458389,19.93002121448517,18.718538259863852,22.09538418829441,24.942875479608773,22.098812718093395,26.7561108879745,21.102502263188363,21.43725240677595,24.20617516234517,26.081136797517537,22.229999985694885,23.83871439099312,25.603631006479265,23.76461923003197,20.98139859572053
1998-02-13,22.322640589933847,22.74249433577061,22.061380194723608,18.779377214461565,20.397015103548764,20.53278149947524,19.351263810694217,18.68765769712627,20.58080629751086,25.517980156093834,22.090931964218612,26.97859095737338,21.23678916707635,21.071290163099768,24.29777464941144,24.93238049820065,22.51358022093773,23.93756222575903,25.817373718321324,22.435275011509656,22.490506913363934
1998-02-17,22.245920520331712,24.308329910337925,21.824853940010076,18.9863633325696,20.08284882918,20.962808180749416,18.667513762637974,18.85793834745884,20.463401888906954,23.72706509009004,23.64314859777689,27.19418858632445,21.19691267937422,20.707750733047725,23.79296858176589,24.73379967153072,21.601802801489832,24.11213911369443,25.827562014460565,22.77971852466464,21.447295820564037
1998-02-18,21.832870507869874,22.94790789872408,22.610594289302828,19.049029708355665,20.24961476057768,20.54503304719925,18.010666886642575,18.4434151352942,20.55547197923064,23.99352594211697,22.247823687493803,21.86126382663846,21.20071134656668,20.839623283594847,23.97170264139772,23.84260717883706,21.52901475429535,23.49200986713171,26.062711358070374,23.193344946801663,22.011337619125843
1998-02-19,21.744263185054063,22.80841792061925,21.526599343419075,19.752286525815727,20.242915273755788,20.706203558743,18.34964029788971,18.802966599315404,20.40727425456047,23.68770785227418,22.47243151813745,21.45941094622016,20.126499660760164,20.966046354174612,23.151643152982,24.617030841708186,21.331687107086186,23.804443898499013,24.888745529651644,23.530387827157973,22.25292523831129
1998-02-20,21.447585215128964,21.525689862966537,21.20771646112204,18.67520839028061,20.55624080747366,20.743993529081344,18.31897652991116,18.524045865088706,20.42751865491271,23.15631745949388,22.23006766796112,21.470885205417872,20.217644407600165,19.71800757303834,23.29847982957959,24.079321674853563,21.400534777343275,23.1410329002142,24.70198054611683,22.7532632188499,22.80477894127369
1998-02-23,21.213211282920092,21.10959726825357,21.88731621146202,18.436817171871663,20.03424132913351,20.86822432875633,18.590301516056066,18.51207615055144,20.378232217133046,23.149929945617917,21.583560315668585,21.43018066748977,20.17875248536468,19.79134659618139,19.42095433667302,24.325917781740426,21.3866250140965,23.75378372222185,24.616299027204512,22.948825839459897,21.86124373346567
1998-02-24,21.0391930116266,20.63004408866167,21.307154400646688,19.087315662801267,19.70289539203048,20.53005728825927,19.07221299961209,18.55918353661895,20.307097097784283,23.19567681238055,21.562392686903475,21.13878524556756,20.06059828415513,19.832064882069822,19.332236633598804,22.33684596076608,21.42231260403991,23.66295517846942,25.08400463759899,21.79592611640692,22.164100724160672
1998-02-25,21.09926099647209,24.22118476241827,21.34261144787073,18.473138754293323,19.63263591200113,20.694771600961687,18.197606363520027,18.557720436379316,20.384796339422465,23.218401133269072,21.629823259711262,21.28991128578782,20.172501393556598,19.8041522924602,19.36462259799242,22.27871112421155,21.86633047878742,23.69402874141932,24.5472038936615,21.375911122858525,21.239156988859172
1998-02-26,21.0219574845843,23.661302250623702,21.522381892204287,18.790613528192043,19.71348449409008,20.72936464175582,18.211122723594308,18.53415907621384,20.357864085137845,23.31334031715989,21.79050307482481,21.22583521530032,20.086029895693063,19.72708334192634,19.41699809670448,22.325681559443478,21.930546143949037,20.384504459649325,24.73429036796093,22.050649382919072,21.933395144343372
1998-02-27,20.935680811181665,23.720799192786217,21.06876053839922,19.072203481793405,19.790498452782632,20.68155452340841,18.741113468259574,18.850842284858228,20.454226711690428,23.68645784541965,21.743345455825327,21.363794939666988,20.23722679078579,19.766325308382516,19.312596085965637,22.260835603177547,21.934268668591976,20.85570310950279,21.427328494489192,22.06823513925076,21.67750012859702
