Dates,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2011-06-20,0.0011609901,0.00052829564,0.0015758459,0.0015123226,0.000591879,0.00046032178,0.002111421,0.0014395855,0.0018590842,0.0039436235,0.0012216024,0.0013597272,0.0030040906,0.0019683284,0.003414652,0.00018363901,0.00091141986,0.0011174465,0.002610417,0.00025241877
2011-06-21,0.0011562748,0.00053480314,0.0015775659,0.0015186496,0.0005923361,0.00045962413,0.0021094484,0.0014425806,0.0018590121,0.0039378977,0.0012232022,0.0013636727,0.0030098883,0.0019785287,0.0034114765,0.00018267671,0.00091283926,0.0011093752,0.0026076988,0.0002446603
2011-06-22,0.0011536647,0.000541034,0.0015776742,0.0015240265,0.00059239625,0.00045984064,0.0021070426,0.0014457321,0.0018594571,0.003933183,0.001223936,0.0013673053,0.0030154577,0.001989162,0.003409528,0.00018148588,0.00091280317,0.0011026632,0.0026062792,0.00023770773
2011-06-23,0.0011524858,0.0005481068,0.0015749197,0.0015290665,0.00059183093,0.0004609232,0.0021075238,0.0014464898,0.0018622718,0.003926771,0.0012240562,0.0013723694,0.0030217967,0.0019969565,0.0034105864,0.00018330221,0.0009138857,0.0010979119,0.0026045712,0.00023295642
2011-06-24,0.001152173,0.00055532396,0.0015722493,0.0015348041,0.000589774,0.0004608751,0.002108534,0.0014492444,0.001865243,0.003920673,0.0012247659,0.0013769643,0.0030300964,0.0020069885,0.0034135936,0.00018310975,0.00091750635,0.0010923186,0.0026045954,0.00022732702
2011-06-27,0.001149202,0.0005606647,0.0015698917,0.0015409268,0.00058687513,0.00046005714,0.002109328,0.0014512291,0.0018668186,0.0039146584,0.0012260891,0.0013811864,0.003038673,0.0020166354,0.0034166488,0.00018438479,0.00092278695,0.0010843556,0.002603633,0.00022186601
2011-06-28,0.0011436689,0.00056261336,0.0015685685,0.0015474102,0.00058450544,0.0004575552,0.0021089672,0.0014518426,0.0018658563,0.003908969,0.0012276769,0.0013839409,0.0030466118,0.0020252238,0.003417539,0.00018488998,0.00092881324,0.0010742155,0.0026001688,0.00021573142
2011-06-29,0.0011402768,0.0005615428,0.0015681235,0.0015555655,0.00058327854,0.00045486077,0.0021060563,0.0014518907,0.0018650504,0.0039040975,0.0012276288,0.001386936,0.003053432,0.002032766,0.0034163601,0.00018467347,0.0009316039,0.0010616696,0.0025970414,0.00021002983
2011-06-30,0.0011374861,0.0005584514,0.0015672453,0.0015637691,0.0005828696,0.0004517574,0.002100463,0.0014506397,0.0018637754,0.0038998513,0.001225596,0.0013883554,0.0030588328,0.0020380944,0.003414243,0.00018462536,0.0009297876,0.0010469345,0.0025928554,0.00020423203
2011-07-01,0.0011326867,0.0005532911,0.0015646713,0.0015716478,0.0005807044,0.00044598363,0.0020926804,0.0014469349,0.0018604916,0.0038949077,0.0012231059,0.0013875616,0.0030625258,0.0020406204,0.0034115247,0.00018373523,0.00092569785,0.0010307078,0.0025866246,0.00019862669
2011-07-04,0.001127394,0.0005452079,0.0015602447,0.0015785042,0.00057778147,0.00043648103,0.0020837071,0.0014417025,0.0018552953,0.003891335,0.0012204597,0.00138352,0.0030644503,0.0020412218,0.0034092392,0.00017992216,0.000919888,0.0010151549,0.0025799847,0.00019345438
2011-07-05,0.0011222338,0.00053459866,0.001554086,0.0015825939,0.0005760614,0.0004256793,0.0020756598,0.001433932,0.0018516866,0.0038902767,0.0012160812,0.0013770245,0.0030636324,0.0020394176,0.0034073747,0.0001746897,0.00091016886,0.0010006843,0.0025760634,0.00019044722
2011-07-06,0.0011226187,0.0005268161,0.001552811,0.0015817399,0.0005767951,0.00041923195,0.0020725445,0.0014265584,0.0018523121,0.0038954488,0.0012123885,0.0013691818,0.0030623693,0.0020347266,0.0034097685,0.00017525505,0.00089488045,0.0009961737,0.0025770739,0.00019841017
2011-07-07,0.0011173863,0.00052238954,0.001549864,0.0015851681,0.00057265727,0.00041057132,0.0020679496,0.0014239843,0.0018519994,0.0039017277,0.0012139402,0.0013648756,0.0030621407,0.0020371561,0.0034103699,0.0001732222,0.00088572665,0.0009905442,0.0025809952,0.00020441246
2011-07-08,0.0011128153,0.0005189253,0.0015436573,0.0015881993,0.00056694367,0.0004010687,0.0020651468,0.0014210012,0.001854357,0.003910689,0.0012166105,0.0013603527,0.0030604808,0.0020400912,0.0034110555,0.00016660645,0.0008785937,0.0009893173,0.0025905939,0.00021211078
2011-07-11,0.0011059471,0.00051969517,0.0015357544,0.0015895345,0.0005593175,0.0003917104,0.0020649664,0.0014183789,0.0018596736,0.003921659,0.001221831,0.0013564074,0.0030573413,0.0020439164,0.0034126553,0.00015830669,0.0008756587,0.0009920237,0.0026049803,0.000220603
2011-07-12,0.0010967571,0.0005225339,0.0015286094,0.0015905328,0.00054921344,0.0003820875,0.002065135,0.0014185474,0.0018648219,0.0039334833,0.0012299623,0.0013537611,0.0030537688,0.002049257,0.003413762,0.00014945361,0.00088001305,0.0009940085,0.0026228307,0.00022873437
2011-07-13,0.0010893234,0.00052611844,0.0015247603,0.0015901119,0.0005395063,0.00037400424,0.002065616,0.0014231664,0.0018675043,0.0039469553,0.0012389477,0.0013517884,0.0030511706,0.0020579777,0.0034144477,0.00013870001,0.0008895277,0.0009959331,0.002641451,0.00023442392
2011-07-14,0.0010821063,0.0005315193,0.0015222222,0.001588043,0.0005302563,0.0003689402,0.0020666865,0.0014291445,0.001868671,0.003961101,0.0012488472,0.0013534604,0.0030489573,0.0020682141,0.0034147843,0.00013013561,0.0009020977,0.0009988319,0.0026596624,0.0002396684
2011-07-15,0.0010757311,0.00053826737,0.0015196841,0.0015853846,0.000521728,0.00036665477,0.0020705357,0.0014350265,0.0018704634,0.0039731176,0.001259216,0.0013585003,0.003047514,0.0020783423,0.003415037,0.00012236512,0.0009160629,0.0010024286,0.0026760695,0.00024426336
2011-07-18,0.0010707271,0.0005463506,0.0015183971,0.0015823173,0.0005142943,0.00036640215,0.0020746856,0.0014414979,0.0018727849,0.003985231,0.001269332,0.0013647312,0.0030462027,0.002088759,0.0034154218,0.000115484734,0.00092847645,0.0010061815,0.0026925246,0.00024812453
2011-07-19,0.00106606,0.00055651483,0.0015176152,0.0015812948,0.00050705305,0.0003685192,0.0020787392,0.0014485948,0.0018751665,0.0039935666,0.0012793639,0.0013749074,0.0030465035,0.0020995487,0.0034153496,0.00011110631,0.00094248983,0.0010069272,0.002705227,0.00024855757
2011-07-20,0.0010611523,0.0005655724,0.0015173987,0.001581752,0.0004999922,0.00036968596,0.002081987,0.0014561488,0.0018743245,0.0039997613,0.0012900574,0.0013854926,0.0030477906,0.0021101942,0.0034139303,0.00010651137,0.0009581872,0.0010062897,0.0027137431,0.00024632024
2011-07-21,0.0010553907,0.0005728016,0.0015189383,0.0015848674,0.00049340056,0.00036961382,0.0020835868,0.0014624519,0.0018717865,0.004003021,0.0012998367,0.0013982911,0.0030491017,0.0021192157,0.0034107068,0.00010441838,0.0009731749,0.0010033066,0.0027181457,0.00024291614
2011-07-22,0.0010578084,0.0005802473,0.0015272261,0.0015841817,0.00049243827,0.00037361935,0.0020877607,0.001467107,0.0018716181,0.004007556,0.0013061757,0.0014117392,0.003050906,0.00212357,0.0034106346,0.00011033648,0.0009790809,0.0010074325,0.0027218384,0.00024623604
2011-07-25,0.001055968,0.000588511,0.0015330239,0.0015857936,0.0004916684,0.00037551986,0.0020928488,0.0014696931,0.0018714257,0.004011513,0.0013136335,0.0014260532,0.0030529026,0.002129103,0.003410442,0.00011864826,0.0009848307,0.0010133747,0.0027234864,0.00024936348
2011-07-26,0.0010537668,0.0005954756,0.001537282,0.0015890653,0.0004911031,0.00037479814,0.0020980693,0.001471341,0.0018722075,0.0040151216,0.0013204898,0.0014378051,0.0030550798,0.0021351175,0.003410382,0.000123159,0.0009903037,0.00101815,0.0027255313,0.00025114373
2011-07-27,0.0010514333,0.00060130947,0.0015404095,0.0015909538,0.0004917045,0.00037260895,0.0021037227,0.0014714734,0.0018734825,0.0040203063,0.0013267568,0.0014457321,0.0030560303,0.0021402657,0.0034107429,0.00012575719,0.0009952474,0.0010251146,0.0027285626,0.00025330888
2011-07-28,0.0010491478,0.000607011,0.0015428272,0.0015931912,0.00049241417,0.00037047986,0.002110098,0.0014710644,0.0018759123,0.0040242397,0.0013326629,0.0014536469,0.0030570887,0.0021448608,0.0034110434,0.00012835537,0.0010024887,0.0010314416,0.0027316299,0.0002549929
2011-07-29,0.001048378,0.00061329,0.0015455337,0.0015945022,0.00049475976,0.00037056406,0.0021184578,0.0014695488,0.0018800021,0.0040280526,0.0013382923,0.0014607438,0.0030593982,0.0021488422,0.0034130884,0.00013110993,0.0010083948,0.0010384062,0.002735876,0.00025855337
2011-08-01,0.0010476563,0.0006230693,0.0015503451,0.001594382,0.0004975143,0.00037300587,0.0021302218,0.0014689233,0.001883803,0.004031312,0.001345738,0.0014702465,0.0030614191,0.0021530762,0.0034159513,0.00013528387,0.0010154195,0.0010515174,0.002740543,0.0002649045
2011-08-02,0.0010490275,0.0006350859,0.001556997,0.001591447,0.00050160405,0.00037850297,0.0021442592,0.001470078,0.0018894084,0.0040350533,0.0013527266,0.0014827321,0.0030635602,0.0021579477,0.0034197283,0.00014270554,0.0010215902,0.0010688747,0.0027482172,0.00027310802
2011-08-03,0.0010507837,0.00064974884,0.0015669327,0.001587694,0.0005053209,0.00038798153,0.0021597883,0.0014741678,0.0018967098,0.0040380484,0.0013589093,0.0014995602,0.0030663146,0.0021640344,0.003424275,0.00015549199,0.0010295892,0.0010875552,0.002758971,0.0002833083
2011-08-04,0.0010571588,0.0006671061,0.001577133,0.0015836766,0.00050735375,0.00040080407,0.0021775304,0.001482251,0.0019071266,0.004043305,0.00136591,0.0015168935,0.0030696106,0.0021706622,0.0034310592,0.00016885581,0.0010404872,0.0011138859,0.0027756665,0.00029889742
2011-08-05,0.0010657954,0.0006868331,0.001593119,0.0015748836,0.00050755823,0.00041863052,0.0021956456,0.0014939669,0.001918169,0.004048694,0.0013728385,0.0015333246,0.003073171,0.0021738496,0.0034397799,0.00019067577,0.0010496048,0.0011435606,0.002791797,0.00031994755
2011-08-08,0.0010759716,0.00070548954,0.0016057972,0.0015643104,0.0005069929,0.0004360961,0.002212678,0.001508714,0.0019304863,0.0040607103,0.0013794543,0.0015442948,0.0030768036,0.0021786732,0.0034475864,0.00020974115,0.0010569905,0.0011777099,0.0028131239,0.00034280197
2011-08-09,0.0010800614,0.0007259262,0.0016152877,0.0015569008,0.0005037572,0.0004560396,0.0022313467,0.0015230762,0.0019460875,0.0040670736,0.0013872728,0.0015579592,0.003081146,0.0021837372,0.0034535888,0.00022809685,0.0010676959,0.0012027655,0.002830421,0.0003607968
2011-08-10,0.0010860998,0.00074740936,0.0016258248,0.0015472417,0.00050117105,0.00047663262,0.0022493175,0.0015412153,0.0019610631,0.0040766844,0.0013967875,0.0015651403,0.0030857048,0.0021938293,0.003458773,0.00023408711,0.0010778,0.0012310208,0.002851351,0.0003750387
2011-08-11,0.0010886138,0.00077076897,0.0016359049,0.0015441624,0.0004950605,0.00049898186,0.0022645216,0.0015614235,0.001971528,0.004079463,0.0014088763,0.0015784921,0.0030938964,0.002209599,0.0034602766,0.00023911509,0.0010940026,0.001247043,0.0028647026,0.00037982612
2011-08-12,0.0010942551,0.0007922762,0.001648102,0.0015464479,0.00049125944,0.00052234146,0.0022794853,0.0015807415,0.0019791902,0.0040809787,0.0014222281,0.0015964509,0.0031065024,0.0022283155,0.0034606014,0.00024236282,0.0011130199,0.0012576522,0.002875769,0.0003805238
2011-08-15,0.0010991148,0.0008149261,0.0016634505,0.0015550604,0.000489792,0.00054586946,0.002293222,0.0015987243,0.001985397,0.004082338,0.0014375405,0.0016195219,0.0031206962,0.0022506407,0.0034618524,0.0002467172,0.0011325303,0.0012657475,0.0028843815,0.00037930888
2011-08-16,0.0011042028,0.0008347132,0.0016773555,0.0015647074,0.0004906099,0.0005672564,0.0023061167,0.0016119919,0.0019899318,0.004082266,0.0014514817,0.0016433867,0.0031338795,0.0022707283,0.003464114,0.00025203385,0.0011490937,0.0012725557,0.0028890006,0.0003765062
2011-08-17,0.0011086896,0.0008540673,0.0016903585,0.001574631,0.00049265474,0.0005868871,0.0023184821,0.0016218313,0.0019943463,0.004080714,0.001463787,0.0016679972,0.0031464135,0.002289818,0.0034677945,0.00025824062,0.0011637928,0.0012787505,0.002891743,0.0003721278
2011-08-18,0.0011171337,0.0008744799,0.0016997649,0.0015824015,0.00049516873,0.00060586835,0.0023326518,0.0016305641,0.0020023093,0.004082747,0.0014760322,0.0016896488,0.0031569265,0.0023060807,0.0034741217,0.0002639903,0.0011796104,0.0012930044,0.002899321,0.0003707084
2011-08-19,0.0011282602,0.00089656445,0.0017054544,0.0015884398,0.0004963355,0.0006255833,0.0023463524,0.0016428092,0.002013075,0.0040873177,0.0014879766,0.0017074392,0.0031670064,0.0023228365,0.003482157,0.0002682244,0.0011979421,0.0013080642,0.002910291,0.00036758097
2011-08-22,0.0011487689,0.0009277908,0.0017123709,0.0015930829,0.0004980436,0.00065073516,0.0023579842,0.0016673357,0.0020291572,0.004097133,0.0015004022,0.0017303297,0.003181549,0.0023469299,0.003492309,0.00027429886,0.0012206401,0.0013256862,0.0029293927,0.00036106145
2011-08-23,0.0011737886,0.0009630588,0.0017175432,0.0015979063,0.0004984646,0.0006803978,0.0023732847,0.0016972269,0.0020503155,0.004108969,0.0015155222,0.0017547959,0.0031972225,0.0023729478,0.0035033994,0.00028192502,0.0012513372,0.0013468205,0.002951814,0.0003559132
2011-08-24,0.0012009853,0.0009964142,0.0017212721,0.0016076496,0.00049723766,0.00070853275,0.0023878873,0.0017285976,0.0020722197,0.004118941,0.0015328194,0.0017778428,0.0032156503,0.0023975342,0.0035147786,0.00028836034,0.0012871465,0.001364623,0.002973201,0.00035086114
2011-08-25,0.0012297699,0.001021542,0.001721236,0.0016171762,0.00049793534,0.0007323014,0.0023994108,0.0017555177,0.0020909002,0.0041250754,0.0015453653,0.0017917479,0.0032325385,0.0024166477,0.003523824,0.00028797542,0.0013166888,0.0013773732,0.002987888,0.00034045638
2011-08-26,0.0012537669,0.001042099,0.0017180966,0.0016263181,0.0004994028,0.00075406116,0.002407013,0.0017741019,0.0021072712,0.0041250754,0.00155239,0.0017979186,0.00324666,0.0024289652,0.003531378,0.00028621923,0.0013351408,0.001383544,0.0029947083,0.00032776617
2011-08-29,0.0012704628,0.0010572792,0.0017134054,0.0016361575,0.00049852475,0.00077114184,0.0024096833,0.0017864072,0.00211604,0.0041166553,0.0015559264,0.0017989771,0.0032591939,0.0024361461,0.003535985,0.00028168445,0.0013500563,0.0013808977,0.002990883,0.00030971118
2011-08-30,0.0012863285,0.0010666614,0.001706922,0.0016459969,0.0004990781,0.0007857326,0.0024110426,0.0017919283,0.0021236541,0.0041061062,0.0015550123,0.0017958857,0.003269322,0.0024383836,0.003539774,0.00027523708,0.0013577185,0.0013774815,0.002985446,0.00029420626
2011-08-31,0.0012985978,0.0010732652,0.0017014248,0.0016579654,0.0004991021,0.0007978454,0.0024103327,0.0017948513,0.0021284416,0.0040936326,0.0015524261,0.0017924937,0.0032786804,0.0024391052,0.0035433464,0.00027017304,0.0013624097,0.001369302,0.0029771344,0.00027982
2011-09-01,0.0013109151,0.0010751296,0.0016923072,0.0016702226,0.0004982481,0.00080876745,0.0024094547,0.0017938409,0.002132772,0.004082085,0.0015474943,0.0017803567,0.003289013,0.0024368921,0.0035460049,0.00026017724,0.0013639854,0.0013586086,0.0029679565,0.00026690125
2011-09-02,0.0013234849,0.0010746365,0.0016803988,0.0016797853,0.0004986811,0.00082136143,0.0024081557,0.0017885483,0.0021400733,0.004073918,0.0015388217,0.0017596434,0.0032984314,0.0024320083,0.0035480617,0.00024464825,0.0013586928,0.001345786,0.00296187,0.00025523346
2011-09-05,0.0013336252,0.0010755988,0.001665808,0.0016882294,0.0004987653,0.00083741965,0.002408408,0.0017798877,0.0021499367,0.004067639,0.0015293792,0.0017347081,0.003308391,0.0024255852,0.0035500224,0.00022680979,0.001351668,0.0013310029,0.0029565294,0.00024520158
